Country,Sex,Cause of Death,DALY per 100k Pop
Cuba,Female,Ischaemic heart disease,381.1
Cuba,Female,Stroke,155.7
Cuba,Female,Chronic obstructive pulmonary disease,134.3
Dominica,Both sexes,Cataracts,0
Dominica,Female,Cataracts,0
Dominican Republic,Both sexes,Total,796.5
Dominican Republic,Both sexes,Lower respiratory infections,137.6
Dominican Republic,Both sexes,"Trachea, bronchus, lung cancers",22.7
Dominican Republic,Both sexes,Cataracts,0
Dominican Republic,Both sexes,Ischaemic heart disease,444.4
Dominican Republic,Both sexes,Stroke,157.3
Dominican Republic,Both sexes,Chronic obstructive pulmonary disease,34.49
Dominican Republic,Male,Total,954.6
Dominican Republic,Male,Lower respiratory infections,162
Dominican Republic,Male,"Trachea, bronchus, lung cancers",26.73
Dominican Republic,Male,Ischaemic heart disease,546.4
Dominican Republic,Male,Stroke,181.4
Dominican Republic,Male,Chronic obstructive pulmonary disease,37.99
Dominican Republic,Female,Total,639.7
Dominican Republic,Female,Lower respiratory infections,113.4
Dominican Republic,Female,"Trachea, bronchus, lung cancers",18.69
Dominican Republic,Female,Cataracts,0
Dominican Republic,Female,Ischaemic heart disease,343.1
Dominican Republic,Female,Stroke,133.5
Dominican Republic,Female,Chronic obstructive pulmonary disease,31.01
Ecuador,Both sexes,Total,456.3
Ecuador,Both sexes,Lower respiratory infections,143.2
Ecuador,Both sexes,"Trachea, bronchus, lung cancers",12.1
Ecuador,Both sexes,Cataracts,0
Ecuador,Both sexes,Ischaemic heart disease,170.3
Ecuador,Both sexes,Stroke,83.7
Ecuador,Both sexes,Chronic obstructive pulmonary disease,47.01
Ecuador,Male,Total,533.3
Ecuador,Male,Lower respiratory infections,156.9
Ecuador,Male,"Trachea, bronchus, lung cancers",13.23
Ecuador,Male,Ischaemic heart disease,218.7
Ecuador,Male,Stroke,89.6
Ecuador,Male,Chronic obstructive pulmonary disease,54.86
Ecuador,Female,Total,379.2
Ecuador,Female,Lower respiratory infections,129.4
Ecuador,Female,"Trachea, bronchus, lung cancers",10.97
Ecuador,Female,Cataracts,0
Ecuador,Female,Ischaemic heart disease,121.9
Ecuador,Female,Stroke,77.8
Ecuador,Female,Chronic obstructive pulmonary disease,39.15
Grenada,Both sexes,Total,909.7
Grenada,Both sexes,Lower respiratory infections,224.7
Grenada,Both sexes,"Trachea, bronchus, lung cancers",38.07
Grenada,Both sexes,Cataracts,0
Grenada,Both sexes,Ischaemic heart disease,445.4
Grenada,Both sexes,Stroke,146
Grenada,Both sexes,Chronic obstructive pulmonary disease,55.59
Grenada,Male,Total,1019
Grenada,Male,Lower respiratory infections,237.1
Grenada,Male,"Trachea, bronchus, lung cancers",49.65
Grenada,Male,Ischaemic heart disease,514.6
Grenada,Male,Stroke,157.3
Grenada,Male,Chronic obstructive pulmonary disease,60.77
Grenada,Female,Total,799.2
Grenada,Female,Lower respiratory infections,212.2
Grenada,Female,"Trachea, bronchus, lung cancers",26.4
Grenada,Female,Cataracts,0
Grenada,Female,Ischaemic heart disease,375.6
Grenada,Female,Stroke,134.6
Grenada,Female,Chronic obstructive pulmonary disease,50.36
Guatemala,Both sexes,Total,628.1
Guatemala,Both sexes,Lower respiratory infections,345.8
Guatemala,Both sexes,"Trachea, bronchus, lung cancers",7.39
Guatemala,Both sexes,Cataracts,0
Guatemala,Both sexes,Ischaemic heart disease,165.6
Guatemala,Both sexes,Stroke,66.67
Guatemala,Both sexes,Chronic obstructive pulmonary disease,42.65
Guatemala,Male,Total,678
Guatemala,Male,Lower respiratory infections,375.3
Guatemala,Male,"Trachea, bronchus, lung cancers",7.97
Guatemala,Male,Ischaemic heart disease,184.3
Guatemala,Male,Stroke,65.42
Guatemala,Male,Chronic obstructive pulmonary disease,45
Guatemala,Female,Total,579.8
Guatemala,Female,Lower respiratory infections,317.2
Guatemala,Female,"Trachea, bronchus, lung cancers",6.83
Guatemala,Female,Cataracts,0
Guatemala,Female,Ischaemic heart disease,147.5
Guatemala,Female,Stroke,67.87
Guatemala,Female,Chronic obstructive pulmonary disease,40.38
Guyana,Both sexes,Total,1310
Guyana,Both sexes,Lower respiratory infections,233.5
Guyana,Both sexes,"Trachea, bronchus, lung cancers",11
Guyana,Both sexes,Cataracts,0
Guyana,Both sexes,Ischaemic heart disease,690.7
Guyana,Both sexes,Stroke,296.8
Guyana,Both sexes,Chronic obstructive pulmonary disease,78.38
Guyana,Male,Total,1493
Guyana,Male,Lower respiratory infections,261.1
Guyana,Male,"Trachea, bronchus, lung cancers",13.1
Guyana,Male,Ischaemic heart disease,825
Guyana,Male,Stroke,291.2
Guyana,Male,Chronic obstructive pulmonary disease,102.3
Guyana,Female,Total,1125
Guyana,Female,Lower respiratory infections,205.4
Guyana,Female,"Trachea, bronchus, lung cancers",8.87
Guyana,Female,Cataracts,0
Guyana,Female,Ischaemic heart disease,554.2
Guyana,Female,Stroke,302.4
Guyana,Female,Chronic obstructive pulmonary disease,54
Honduras,Both sexes,Total,530.7
Honduras,Both sexes,Lower respiratory infections,99.08
Honduras,Both sexes,"Trachea, bronchus, lung cancers",11.2
Honduras,Both sexes,Cataracts,0
Honduras,Both sexes,Ischaemic heart disease,295.4
Honduras,Both sexes,Stroke,67.94
Honduras,Both sexes,Chronic obstructive pulmonary disease,57.02
Honduras,Male,Total,661.8
Honduras,Male,Lower respiratory infections,116.7
Honduras,Male,"Trachea, bronchus, lung cancers",12.86
Honduras,Male,Ischaemic heart disease,400.2
Honduras,Male,Stroke,84.81
Honduras,Male,Chronic obstructive pulmonary disease,47.17
Honduras,Female,Total,400.3
Honduras,Female,Lower respiratory infections,81.51
Honduras,Female,"Trachea, bronchus, lung cancers",9.55
Honduras,Female,Cataracts,0
Honduras,Female,Ischaemic heart disease,191.2
Honduras,Female,Stroke,51.17
Honduras,Female,Chronic obstructive pulmonary disease,66.82
Haiti,Both sexes,Total,1433
Haiti,Both sexes,Lower respiratory infections,600.9
Haiti,Both sexes,"Trachea, bronchus, lung cancers",11.49
Haiti,Both sexes,Cataracts,0
Haiti,Both sexes,Ischaemic heart disease,491.5
Haiti,Both sexes,Stroke,264.9
Haiti,Both sexes,Chronic obstructive pulmonary disease,64.61
Haiti,Male,Total,1559
Haiti,Male,Lower respiratory infections,678.5
Haiti,Male,"Trachea, bronchus, lung cancers",10.28
Haiti,Male,Ischaemic heart disease,556.3
Haiti,Male,Stroke,239.9
Haiti,Male,Chronic obstructive pulmonary disease,74.11
Haiti,Female,Total,1311
Haiti,Female,Lower respiratory infections,525.1
Haiti,Female,"Trachea, bronchus, lung cancers",12.67
Haiti,Female,Cataracts,0
Haiti,Female,Ischaemic heart disease,428.2
Haiti,Female,Stroke,289.4
Haiti,Female,Chronic obstructive pulmonary disease,55.32
Jamaica,Both sexes,Total,451.5
Jamaica,Both sexes,Lower respiratory infections,51.03
Jamaica,Both sexes,"Trachea, bronchus, lung cancers",32.78
Jamaica,Both sexes,Cataracts,0
Jamaica,Both sexes,Ischaemic heart disease,167
Jamaica,Both sexes,Stroke,153.2
Jamaica,Both sexes,Chronic obstructive pulmonary disease,47.54
Jamaica,Male,Total,517.7
Jamaica,Male,Lower respiratory infections,54.91
Jamaica,Male,"Trachea, bronchus, lung cancers",53.55
Jamaica,Male,Ischaemic heart disease,187.1
Jamaica,Male,Stroke,150.7
Jamaica,Male,Chronic obstructive pulmonary disease,71.44
Jamaica,Female,Total,386.1
Jamaica,Female,Lower respiratory infections,47.18
Jamaica,Female,"Trachea, bronchus, lung cancers",12.22
Jamaica,Female,Cataracts,0
Jamaica,Female,Ischaemic heart disease,147
Jamaica,Female,Stroke,155.8
Jamaica,Female,Chronic obstructive pulmonary disease,23.86
Saint Kitts and Nevis,Both sexes,Cataracts,0
Saint Kitts and Nevis,Female,Cataracts,0
Saint Lucia,Both sexes,Total,780.1
Saint Lucia,Both sexes,Lower respiratory infections,117.1
Saint Lucia,Both sexes,"Trachea, bronchus, lung cancers",36.94
Saint Lucia,Both sexes,Cataracts,0
Saint Lucia,Both sexes,Ischaemic heart disease,288.3
Saint Lucia,Both sexes,Stroke,210.1
Saint Lucia,Both sexes,Chronic obstructive pulmonary disease,127.6
Saint Lucia,Male,Total,929.8
Saint Lucia,Male,Lower respiratory infections,121.4
Saint Lucia,Male,"Trachea, bronchus, lung cancers",60.74
Saint Lucia,Male,Ischaemic heart disease,327.8
Saint Lucia,Male,Stroke,217.1
Saint Lucia,Male,Chronic obstructive pulmonary disease,202.8
Saint Lucia,Female,Total,636.4
Saint Lucia,Female,Lower respiratory infections,113
Saint Lucia,Female,"Trachea, bronchus, lung cancers",14.11
Saint Lucia,Female,Cataracts,0
Saint Lucia,Female,Ischaemic heart disease,250.4
Saint Lucia,Female,Stroke,203.4
Saint Lucia,Female,Chronic obstructive pulmonary disease,55.46
Mexico,Both sexes,Total,534.4
Mexico,Both sexes,Lower respiratory infections,105.2
Mexico,Both sexes,"Trachea, bronchus, lung cancers",15.82
Mexico,Both sexes,Cataracts,0
Mexico,Both sexes,Ischaemic heart disease,264.6
Mexico,Both sexes,Stroke,75.24
Mexico,Both sexes,Chronic obstructive pulmonary disease,73.49
Mexico,Male,Total,640.8
Mexico,Male,Lower respiratory infections,121.3
Mexico,Male,"Trachea, bronchus, lung cancers",19.44
Mexico,Male,Ischaemic heart disease,338.8
Mexico,Male,Stroke,79.99
Mexico,Male,Chronic obstructive pulmonary disease,81.27
Mexico,Female,Total,428.8
Mexico,Female,Lower respiratory infections,89.24
Mexico,Female,"Trachea, bronchus, lung cancers",12.22
Mexico,Female,Cataracts,0
Mexico,Female,Ischaemic heart disease,191
Mexico,Female,Stroke,70.53
Mexico,Female,Chronic obstructive pulmonary disease,65.78
Nicaragua,Both sexes,Total,532.2
Nicaragua,Both sexes,Lower respiratory infections,153.4
Nicaragua,Both sexes,"Trachea, bronchus, lung cancers",13.23
Nicaragua,Both sexes,Cataracts,0
Nicaragua,Both sexes,Ischaemic heart disease,237.7
Nicaragua,Both sexes,Stroke,81.45
Nicaragua,Both sexes,Chronic obstructive pulmonary disease,46.4
Nicaragua,Male,Total,603.2
Nicaragua,Male,Lower respiratory infections,186.9
Nicaragua,Male,"Trachea, bronchus, lung cancers",16.38
Nicaragua,Male,Ischaemic heart disease,268.3
Nicaragua,Male,Stroke,81.84
Nicaragua,Male,Chronic obstructive pulmonary disease,49.75
Nicaragua,Female,Total,463.2
Nicaragua,Female,Lower respiratory infections,120.8
Nicaragua,Female,"Trachea, bronchus, lung cancers",10.18
Nicaragua,Female,Cataracts,0
Nicaragua,Female,Ischaemic heart disease,208
Nicaragua,Female,Stroke,81.07
Nicaragua,Female,Chronic obstructive pulmonary disease,43.14
Panama,Both sexes,Total,393.1
Panama,Both sexes,Lower respiratory infections,81.65
Panama,Both sexes,"Trachea, bronchus, lung cancers",13.26
Panama,Both sexes,Cataracts,0
Panama,Both sexes,Ischaemic heart disease,172.9
Panama,Both sexes,Stroke,77
Panama,Both sexes,Chronic obstructive pulmonary disease,48.27
Panama,Male,Total,483.3
Panama,Male,Lower respiratory infections,92.57
Panama,Male,"Trachea, bronchus, lung cancers",16.41
Panama,Male,Ischaemic heart disease,226.4
Panama,Male,Stroke,92.87
Panama,Male,Chronic obstructive pulmonary disease,55.04
Panama,Female,Total,302.5
Panama,Female,Lower respiratory infections,70.67
Panama,Female,"Trachea, bronchus, lung cancers",10.09
Panama,Female,Cataracts,0
Panama,Female,Ischaemic heart disease,119.2
Panama,Female,Stroke,61.05
Panama,Female,Chronic obstructive pulmonary disease,41.46
Peru,Both sexes,Total,828
Peru,Both sexes,Lower respiratory infections,366.8
Peru,Both sexes,"Trachea, bronchus, lung cancers",26.91
Peru,Both sexes,Cataracts,0
Peru,Both sexes,Ischaemic heart disease,259.4
Peru,Both sexes,Stroke,108.9
Peru,Both sexes,Chronic obstructive pulmonary disease,65.94
Peru,Male,Total,958.5
Peru,Male,Lower respiratory infections,410.2
Peru,Male,"Trachea, bronchus, lung cancers",26.68
Peru,Male,Ischaemic heart disease,330.9
Peru,Male,Stroke,115.7
Peru,Male,Chronic obstructive pulmonary disease,74.96
Peru,Female,Total,697.8
Peru,Female,Lower respiratory infections,323.5
Peru,Female,"Trachea, bronchus, lung cancers",27.14
Peru,Female,Cataracts,0
Peru,Female,Ischaemic heart disease,188
Peru,Female,Stroke,102.1
Peru,Female,Chronic obstructive pulmonary disease,56.94
Paraguay,Both sexes,Total,528.3
Paraguay,Both sexes,Lower respiratory infections,94.01
Paraguay,Both sexes,"Trachea, bronchus, lung cancers",19.17
Paraguay,Both sexes,Cataracts,0
Paraguay,Both sexes,Ischaemic heart disease,250.8
Paraguay,Both sexes,Stroke,125.2
Paraguay,Both sexes,Chronic obstructive pulmonary disease,39.22
Paraguay,Male,Total,605.4
Paraguay,Male,Lower respiratory infections,101.7
Paraguay,Male,"Trachea, bronchus, lung cancers",30.58
Paraguay,Male,Ischaemic heart disease,301.1
Paraguay,Male,Stroke,121.6
Paraguay,Male,Chronic obstructive pulmonary disease,50.53
Paraguay,Female,Total,449
Paraguay,Female,Lower respiratory infections,86.13
Paraguay,Female,"Trachea, bronchus, lung cancers",7.43
Paraguay,Female,Cataracts,0
Paraguay,Female,Ischaemic heart disease,199
Paraguay,Female,Stroke,128.8
Paraguay,Female,Chronic obstructive pulmonary disease,27.58
El Salvador,Both sexes,Total,753.3
El Salvador,Both sexes,Lower respiratory infections,213.5
El Salvador,Both sexes,"Trachea, bronchus, lung cancers",17.63
El Salvador,Both sexes,Cataracts,0
El Salvador,Both sexes,Ischaemic heart disease,383.5
El Salvador,Both sexes,Stroke,79.3
El Salvador,Both sexes,Chronic obstructive pulmonary disease,59.33
El Salvador,Male,Total,931.6
El Salvador,Male,Lower respiratory infections,276.8
El Salvador,Male,"Trachea, bronchus, lung cancers",19.9
El Salvador,Male,Ischaemic heart disease,484.7
El Salvador,Male,Stroke,87.88
El Salvador,Male,Chronic obstructive pulmonary disease,62.25
El Salvador,Female,Total,595.1
El Salvador,Female,Lower respiratory infections,157.3
El Salvador,Female,"Trachea, bronchus, lung cancers",15.61
El Salvador,Female,Cataracts,0
El Salvador,Female,Ischaemic heart disease,293.7
El Salvador,Female,Stroke,71.68
El Salvador,Female,Chronic obstructive pulmonary disease,56.74
Suriname,Both sexes,Total,1026
Suriname,Both sexes,Lower respiratory infections,169.2
Suriname,Both sexes,"Trachea, bronchus, lung cancers",43.31
Suriname,Both sexes,Cataracts,0
Suriname,Both sexes,Ischaemic heart disease,469.8
Suriname,Both sexes,Stroke,285.5
Suriname,Both sexes,Chronic obstructive pulmonary disease,58.25
Suriname,Male,Total,1301
Suriname,Male,Lower respiratory infections,204.4
Suriname,Male,"Trachea, bronchus, lung cancers",61.89
Suriname,Male,Ischaemic heart disease,634.2
Suriname,Male,Stroke,333.1
Suriname,Male,Chronic obstructive pulmonary disease,67.32
Suriname,Female,Total,749.1
Suriname,Female,Lower respiratory infections,133.8
Suriname,Female,"Trachea, bronchus, lung cancers",24.59
Suriname,Female,Cataracts,0
Suriname,Female,Ischaemic heart disease,304.2
Suriname,Female,Stroke,237.5
Suriname,Female,Chronic obstructive pulmonary disease,49.1
Trinidad and Tobago,Both sexes,Total,1091
Trinidad and Tobago,Both sexes,Lower respiratory infections,130.5
Trinidad and Tobago,Both sexes,"Trachea, bronchus, lung cancers",41.31
Trinidad and Tobago,Both sexes,Cataracts,0
Trinidad and Tobago,Both sexes,Ischaemic heart disease,631.1
Trinidad and Tobago,Both sexes,Stroke,217.7
Trinidad and Tobago,Both sexes,Chronic obstructive pulmonary disease,70.81
Trinidad and Tobago,Male,Total,1366
Trinidad and Tobago,Male,Lower respiratory infections,156.4
Trinidad and Tobago,Male,"Trachea, bronchus, lung cancers",62.71
Trinidad and Tobago,Male,Ischaemic heart disease,802.6
Trinidad and Tobago,Male,Stroke,240.4
Trinidad and Tobago,Male,Chronic obstructive pulmonary disease,103.4
Trinidad and Tobago,Female,Total,824.8
Trinidad and Tobago,Female,Lower respiratory infections,105.3
Trinidad and Tobago,Female,"Trachea, bronchus, lung cancers",20.5
Trinidad and Tobago,Female,Cataracts,0
Trinidad and Tobago,Female,Ischaemic heart disease,464.4
Trinidad and Tobago,Female,Stroke,195.5
Trinidad and Tobago,Female,Chronic obstructive pulmonary disease,39.06
Uruguay,Both sexes,Total,532.1
Uruguay,Both sexes,Lower respiratory infections,48.96
Uruguay,Both sexes,"Trachea, bronchus, lung cancers",51.29
Uruguay,Both sexes,Cataracts,0
Uruguay,Both sexes,Ischaemic heart disease,224.3
Uruguay,Both sexes,Stroke,111.9
Uruguay,Both sexes,Chronic obstructive pulmonary disease,95.66
Uruguay,Male,Total,656.2
Uruguay,Male,Lower respiratory infections,52.84
Uruguay,Male,"Trachea, bronchus, lung cancers",79.41
Uruguay,Male,Ischaemic heart disease,292.4
Uruguay,Male,Stroke,108.3
Uruguay,Male,Chronic obstructive pulmonary disease,123.2
Uruguay,Female,Total,416.2
Uruguay,Female,Lower respiratory infections,45.34
Uruguay,Female,"Trachea, bronchus, lung cancers",25.02
Uruguay,Female,Cataracts,0
Uruguay,Female,Ischaemic heart disease,160.7
Uruguay,Female,Stroke,115.1
Uruguay,Female,Chronic obstructive pulmonary disease,69.97
United States of America,Both sexes,Total,515.5
United States of America,Both sexes,Lower respiratory infections,24.45
United States of America,Both sexes,"Trachea, bronchus, lung cancers",39.25
United States of America,Both sexes,Cataracts,0
United States of America,Both sexes,Ischaemic heart disease,279.8
United States of America,Both sexes,Stroke,62.5
United States of America,Both sexes,Chronic obstructive pulmonary disease,109.5
United States of America,Male,Total,617.4
United States of America,Male,Lower respiratory infections,25.96
United States of America,Male,"Trachea, bronchus, lung cancers",43.89
United States of America,Male,Ischaemic heart disease,369.9
United States of America,Male,Stroke,61.73
United States of America,Male,Chronic obstructive pulmonary disease,116
United States of America,Female,Total,415.7
United States of America,Female,Lower respiratory infections,22.97
United States of America,Female,"Trachea, bronchus, lung cancers",34.7
United States of America,Female,Cataracts,0
United States of America,Female,Ischaemic heart disease,191.6
United States of America,Female,Stroke,63.26
United States of America,Female,Chronic obstructive pulmonary disease,103.2
Saint Vincent and the Grenadines,Both sexes,Total,984.4
Saint Vincent and the Grenadines,Both sexes,Lower respiratory infections,222.2
Saint Vincent and the Grenadines,Both sexes,"Trachea, bronchus, lung cancers",28.15
Saint Vincent and the Grenadines,Both sexes,Cataracts,0
Saint Vincent and the Grenadines,Both sexes,Ischaemic heart disease,422.7
Saint Vincent and the Grenadines,Both sexes,Stroke,242.6
Saint Vincent and the Grenadines,Both sexes,Chronic obstructive pulmonary disease,68.65
Saint Vincent and the Grenadines,Male,Total,1160
Saint Vincent and the Grenadines,Male,Lower respiratory infections,236.9
Saint Vincent and the Grenadines,Male,"Trachea, bronchus, lung cancers",35.19
Saint Vincent and the Grenadines,Male,Ischaemic heart disease,469.4
Saint Vincent and the Grenadines,Male,Stroke,310.2
Saint Vincent and the Grenadines,Male,Chronic obstructive pulmonary disease,108.3
Saint Vincent and the Grenadines,Female,Total,805.7
Saint Vincent and the Grenadines,Female,Lower respiratory infections,207.2
Saint Vincent and the Grenadines,Female,"Trachea, bronchus, lung cancers",20.98
Saint Vincent and the Grenadines,Female,Cataracts,0
Saint Vincent and the Grenadines,Female,Ischaemic heart disease,375.3
Saint Vincent and the Grenadines,Female,Stroke,173.9
Saint Vincent and the Grenadines,Female,Chronic obstructive pulmonary disease,28.28
Venezuela (Bolivarian Republic of),Both sexes,Total,681.1
Venezuela (Bolivarian Republic of),Both sexes,Lower respiratory infections,103.2
Venezuela (Bolivarian Republic of),Both sexes,"Trachea, bronchus, lung cancers",33.98
Venezuela (Bolivarian Republic of),Both sexes,Cataracts,0
Venezuela (Bolivarian Republic of),Both sexes,Ischaemic heart disease,371.3
Venezuela (Bolivarian Republic of),Both sexes,Stroke,112
Venezuela (Bolivarian Republic of),Both sexes,Chronic obstructive pulmonary disease,60.56
Venezuela (Bolivarian Republic of),Male,Total,868.2
Venezuela (Bolivarian Republic of),Male,Lower respiratory infections,122.9
Venezuela (Bolivarian Republic of),Male,"Trachea, bronchus, lung cancers",40.99
Venezuela (Bolivarian Republic of),Male,Ischaemic heart disease,510
Venezuela (Bolivarian Republic of),Male,Stroke,126.2
Venezuela (Bolivarian Republic of),Male,Chronic obstructive pulmonary disease,68.05
Venezuela (Bolivarian Republic of),Female,Total,495.7
Venezuela (Bolivarian Republic of),Female,Lower respiratory infections,83.73
Venezuela (Bolivarian Republic of),Female,"Trachea, bronchus, lung cancers",27.04
Venezuela (Bolivarian Republic of),Female,Cataracts,0
Venezuela (Bolivarian Republic of),Female,Ischaemic heart disease,233.9
Venezuela (Bolivarian Republic of),Female,Stroke,97.96
Venezuela (Bolivarian Republic of),Female,Chronic obstructive pulmonary disease,53.14
Afghanistan,Both sexes,Total,2339
Afghanistan,Both sexes,Lower respiratory infections,1301
Afghanistan,Both sexes,"Trachea, bronchus, lung cancers",23.38
Afghanistan,Both sexes,Cataracts,0
Afghanistan,Both sexes,Ischaemic heart disease,654
Afghanistan,Both sexes,Stroke,254.1
Afghanistan,Both sexes,Chronic obstructive pulmonary disease,106.4
Afghanistan,Male,Total,2344
Afghanistan,Male,Lower respiratory infections,1208
Afghanistan,Male,"Trachea, bronchus, lung cancers",32.82
Afghanistan,Male,Ischaemic heart disease,763.2
Afghanistan,Male,Stroke,230.3
Afghanistan,Male,Chronic obstructive pulmonary disease,109.2
Afghanistan,Female,Total,2334
Afghanistan,Female,Lower respiratory infections,1400
Afghanistan,Female,"Trachea, bronchus, lung cancers",13.34
Afghanistan,Female,Cataracts,0
Afghanistan,Female,Ischaemic heart disease,537.8
Afghanistan,Female,Stroke,279.4
Afghanistan,Female,Chronic obstructive pulmonary disease,103.5
United Arab Emirates,Both sexes,Total,611.6
United Arab Emirates,Both sexes,Lower respiratory infections,39.12
United Arab Emirates,Both sexes,"Trachea, bronchus, lung cancers",14.18
United Arab Emirates,Both sexes,Cataracts,0
United Arab Emirates,Both sexes,Ischaemic heart disease,347.9
United Arab Emirates,Both sexes,Stroke,129.7
United Arab Emirates,Both sexes,Chronic obstructive pulmonary disease,80.74
United Arab Emirates,Male,Total,717.4
United Arab Emirates,Male,Lower respiratory infections,39.24
United Arab Emirates,Male,"Trachea, bronchus, lung cancers",14.74
United Arab Emirates,Male,Ischaemic heart disease,426.7
United Arab Emirates,Male,Stroke,137.9
United Arab Emirates,Male,Chronic obstructive pulmonary disease,98.74
United Arab Emirates,Female,Total,329
United Arab Emirates,Female,Lower respiratory infections,38.8
United Arab Emirates,Female,"Trachea, bronchus, lung cancers",12.67
United Arab Emirates,Female,Cataracts,0
United Arab Emirates,Female,Ischaemic heart disease,137.3
United Arab Emirates,Female,Stroke,107.6
United Arab Emirates,Female,Chronic obstructive pulmonary disease,32.65
Bahrain,Both sexes,Total,488.6
Bahrain,Both sexes,Lower respiratory infections,61.71
Bahrain,Both sexes,"Trachea, bronchus, lung cancers",35.06
Bahrain,Both sexes,Cataracts,0
Bahrain,Both sexes,Ischaemic heart disease,276.5
Bahrain,Both sexes,Stroke,53.91
Bahrain,Both sexes,Chronic obstructive pulmonary disease,61.37
Bahrain,Male,Total,542.1
Bahrain,Male,Lower respiratory infections,59.9
Bahrain,Male,"Trachea, bronchus, lung cancers",40.29
Bahrain,Male,Ischaemic heart disease,324.1
Bahrain,Male,Stroke,52.12
Bahrain,Male,Chronic obstructive pulmonary disease,65.74
Bahrain,Female,Total,400.8
Bahrain,Female,Lower respiratory infections,64.68
Bahrain,Female,"Trachea, bronchus, lung cancers",26.48
Bahrain,Female,Cataracts,0
Bahrain,Female,Ischaemic heart disease,198.6
Bahrain,Female,Stroke,56.86
Bahrain,Female,Chronic obstructive pulmonary disease,54.22
Djibouti,Both sexes,Total,1763
Djibouti,Both sexes,Lower respiratory infections,1069
Djibouti,Both sexes,"Trachea, bronchus, lung cancers",12.04
Djibouti,Both sexes,Cataracts,0
Djibouti,Both sexes,Ischaemic heart disease,383.4
Djibouti,Both sexes,Stroke,211.5
Djibouti,Both sexes,Chronic obstructive pulmonary disease,87.48
Djibouti,Male,Total,1972
Djibouti,Male,Lower respiratory infections,1145
Djibouti,Male,"Trachea, bronchus, lung cancers",12.01
Djibouti,Male,Ischaemic heart disease,483.6
Djibouti,Male,Stroke,223
Djibouti,Male,Chronic obstructive pulmonary disease,108.6
Djibouti,Female,Total,1552
Djibouti,Female,Lower respiratory infections,991.3
Djibouti,Female,"Trachea, bronchus, lung cancers",12.07
Djibouti,Female,Cataracts,0
Djibouti,Female,Ischaemic heart disease,282.5
Djibouti,Female,Stroke,199.9
Djibouti,Female,Chronic obstructive pulmonary disease,66.21
Egypt,Both sexes,Total,2162
Egypt,Both sexes,Lower respiratory infections,481.1
Egypt,Both sexes,"Trachea, bronchus, lung cancers",46.71
Egypt,Both sexes,Cataracts,0
Egypt,Both sexes,Ischaemic heart disease,1112
Egypt,Both sexes,Stroke,338.2
Egypt,Both sexes,Chronic obstructive pulmonary disease,184
Egypt,Male,Total,2500
Egypt,Male,Lower respiratory infections,565.6
Egypt,Male,"Trachea, bronchus, lung cancers",65.93
Egypt,Male,Ischaemic heart disease,1306
Egypt,Male,Stroke,338.2
Egypt,Male,Chronic obstructive pulmonary disease,223.9
Egypt,Female,Total,1816
Egypt,Female,Lower respiratory infections,394.6
Egypt,Female,"Trachea, bronchus, lung cancers",27.05
Egypt,Female,Cataracts,0
Egypt,Female,Ischaemic heart disease,913.5
Egypt,Female,Stroke,338.1
Egypt,Female,Chronic obstructive pulmonary disease,143.2
Iran (Islamic Republic of),Both sexes,Total,821.9
Iran (Islamic Republic of),Both sexes,Lower respiratory infections,134.7
Iran (Islamic Republic of),Both sexes,"Trachea, bronchus, lung cancers",30.97
Iran (Islamic Republic of),Both sexes,Cataracts,0
Iran (Islamic Republic of),Both sexes,Ischaemic heart disease,450.3
Iran (Islamic Republic of),Both sexes,Stroke,124.6
Iran (Islamic Republic of),Both sexes,Chronic obstructive pulmonary disease,81.35
Iran (Islamic Republic of),Male,Total,961.4
Iran (Islamic Republic of),Male,Lower respiratory infections,138.5
Iran (Islamic Republic of),Male,"Trachea, bronchus, lung cancers",41.08
Iran (Islamic Republic of),Male,Ischaemic heart disease,547.9
Iran (Islamic Republic of),Male,Stroke,132.5
Iran (Islamic Republic of),Male,Chronic obstructive pulmonary disease,101.4
Iran (Islamic Republic of),Female,Total,680.7
Iran (Islamic Republic of),Female,Lower respiratory infections,130.9
Iran (Islamic Republic of),Female,"Trachea, bronchus, lung cancers",20.73
Iran (Islamic Republic of),Female,Cataracts,0
Iran (Islamic Republic of),Female,Ischaemic heart disease,351.4
Iran (Islamic Republic of),Female,Stroke,116.6
Iran (Islamic Republic of),Female,Chronic obstructive pulmonary disease,61.09
Iraq,Both sexes,Total,1250
Iraq,Both sexes,Lower respiratory infections,543.7
Iraq,Both sexes,"Trachea, bronchus, lung cancers",45.72
Iraq,Both sexes,Cataracts,0
Iraq,Both sexes,Ischaemic heart disease,458.3
Iraq,Both sexes,Stroke,149.7
Iraq,Both sexes,Chronic obstructive pulmonary disease,53.13
Iraq,Male,Total,1494
Iraq,Male,Lower respiratory infections,706
Iraq,Male,"Trachea, bronchus, lung cancers",67.42
Iraq,Male,Ischaemic heart disease,522.7
Iraq,Male,Stroke,142.7
Iraq,Male,Chronic obstructive pulmonary disease,55.67
Iraq,Female,Total,1000
Iraq,Female,Lower respiratory infections,377.4
Iraq,Female,"Trachea, bronchus, lung cancers",23.47
Iraq,Female,Cataracts,0
Iraq,Female,Ischaemic heart disease,392.3
Iraq,Female,Stroke,156.8
Iraq,Female,Chronic obstructive pulmonary disease,50.52
Jordan,Both sexes,Total,763.1
